matchtime,goes_class_ind,noaa_ar,goes_class,C,M,X,C+,M+,X+,ar_noaanum,LOCATION,Carrington_long,AREA,Z,Longitude_extent,No_sunspots,MAGTYPE,AR issue_date,Latitude,Longitude
0,1996-08-25 00:30,C,7986,C1.0,1,0,0,1,0,0,7986.0,S12E64,258.0,90.0,HSX,2.0,1.0,ALPHA,1996-08-25 00:30,-12.0,-64.0
1,1996-11-24 00:30,C,7999,C2.8,1,0,0,1,0,0,7999.0,S04E33,169.0,170.0,DAO,8.0,21.0,BETA,1996-11-24 00:30,-4.0,-33.0
2,1996-11-24 00:30,C,7999,C1.3,1,0,0,1,0,0,7999.0,S04E33,169.0,170.0,DAO,8.0,21.0,BETA,1996-11-24 00:30,-4.0,-33.0
3,1996-11-24 00:30,C,7999,C1.8,1,0,0,1,0,0,7999.0,S04E33,169.0,170.0,DAO,8.0,21.0,BETA,1996-11-24 00:30,-4.0,-33.0
4,1996-11-24 00:30,C,7999,C1.0,1,0,0,1,0,0,7999.0,S04E33,169.0,170.0,DAO,8.0,21.0,BETA,1996-11-24 00:30,-4.0,-33.0
5,1996-11-25 00:30,C,7999,C8.0,1,0,0,1,0,0,,,,,,,,,,,
6,1996-11-25 00:30,C,7999,C1.2,1,0,0,1,0,0,,,,,,,,,,,
7,1996-11-25 00:30,C,7997,C1.8,1,0,0,1,0,0,,,,,,,,,,,
8,1996-11-25 00:30,C,7999,C4.6,1,0,0,1,0,0,,,,,,,,,,,
9,1996-11-25 00:30,C,7999,C5.8,1,0,0,1,0,0,,,,,,,,,,,
10,1996-11-26 00:30,C,7999,C1.6,1,0,0,1,0,0,7999.0,S04E06,169.0,880.0,EKC,12.0,41.0,BETA,1996-11-26 00:30,-4.0,-6.0
11,1996-11-28 00:30,C,7999,C1.1,1,0,0,1,0,0,7999.0,S05W22,171.0,830.0,EKI,11.0,38.0,BETA,1996-11-28 00:30,-5.0,22.0
12,1996-11-29 00:30,M,7999,M1.0,0,1,0,1,1,0,7999.0,S05W35,171.0,690.0,EKI,12.0,30.0,BETA,1996-11-29 00:30,-5.0,35.0
13,1996-11-30 00:30,C,7999,C1.0,1,0,0,1,0,0,7999.0,S04W48,171.0,580.0,EKI,12.0,28.0,BETA,1996-11-30 00:30,-4.0,48.0
14,1996-11-30 00:30,C,7999,C8.6,1,0,0,1,0,0,7999.0,S04W48,171.0,580.0,EKI,12.0,28.0,BETA,1996-11-30 00:30,-4.0,48.0
15,1996-12-01 00:30,C,7999,C1.6,1,0,0,1,0,0,7999.0,S04W61,170.0,570.0,EKI,12.0,20.0,BETA,1996-12-01 00:30,-4.0,61.0
16,1996-12-01 00:30,C,7999,C5.2,1,0,0,1,0,0,7999.0,S04W61,170.0,570.0,EKI,12.0,20.0,BETA,1996-12-01 00:30,-4.0,61.0
17,1996-12-02 00:30,C,7999,C2.7,1,0,0,1,0,0,7999.0,S03W75,171.0,450.0,EKI,11.0,13.0,BETA,1996-12-02 00:30,-3.0,75.0
18,1996-12-02 00:30,C,7999,C1.6,1,0,0,1,0,0,7999.0,S03W75,171.0,450.0,EKI,11.0,13.0,BETA,1996-12-02 00:30,-3.0,75.0
19,1996-12-02 00:30,C,7999,C1.2,1,0,0,1,0,0,7999.0,S03W75,171.0,450.0,EKI,11.0,13.0,BETA,1996-12-02 00:30,-3.0,75.0
20,1996-12-19 00:30,C,8005,C2.3,1,0,0,1,0,0,,,,,,,,,,,
21,1997-02-04 00:30,C,8016,C1.8,1,0,0,1,0,0,8016.0,S21E09,324.0,60.0,DAI,7.0,11.0,BETA,1997-02-04 00:30,-21.0,-9.0
22,1997-02-19 00:30,C,8018,C3.9,1,0,0,1,0,0,8018.0,N10W60,195.0,20.0,BXO,5.0,3.0,BETA,1997-02-19 00:30,10.0,60.0
23,1997-04-01 00:30,C,8026,C2.2,1,0,0,1,0,0,8026.0,S24E20,294.0,90.0,DAO,10.0,12.0,BETA,1997-04-01 00:30,-24.0,-20.0
24,1997-04-02 00:30,C,8026,C2.2,1,0,0,1,0,0,8026.0,S25E07,294.0,70.0,CAO,10.0,13.0,BETA,1997-04-02 00:30,-25.0,-7.0
25,1997-04-02 00:30,C,8026,C1.3,1,0,0,1,0,0,8026.0,S25E07,294.0,70.0,CAO,10.0,13.0,BETA,1997-04-02 00:30,-25.0,-7.0
26,1997-04-07 00:30,C,8027,C6.8,1,0,0,1,0,0,8027.0,S28E24,211.0,50.0,CAO,4.0,7.0,BETA,1997-04-07 00:30,-28.0,-24.0
27,1997-04-15 00:30,C,8032,C1.0,1,0,0,1,0,0,8032.0,S23E20,110.0,10.0,CRO,4.0,2.0,BETA,1997-04-15 00:30,-23.0,-20.0
28,1997-05-12 00:30,C,8038,C1.3,1,0,0,1,0,0,8038.0,N21W06,139.0,80.0,HSX,2.0,2.0,ALPHA,1997-05-12 00:30,21.0,6.0
29,1997-05-21 00:30,C,8040,C2.7,1,0,0,1,0,0,8040.0,N05E00,14.0,90.0,DAO,9.0,15.0,BETA,1997-05-21 00:30,5.0,0.0
30,1997-05-21 00:30,M,8040,M1.3,0,1,0,1,1,0,8040.0,N05E00,14.0,90.0,DAO,9.0,15.0,BETA,1997-05-21 00:30,5.0,0.0
31,1997-05-27 00:30,C,8045,C4.6,1,0,0,1,0,0,8045.0,N03W70,5.0,30.0,CRO,5.0,3.0,BETA,1997-05-27 00:30,3.0,70.0
32,1997-06-29 00:30,C,8056,C1.1,1,0,0,1,0,0,8056.0,N17W61,279.0,10.0,BXO,6.0,4.0,BETA,1997-06-29 00:30,17.0,61.0
33,1997-07-25 00:30,C,8065,C1.2,1,0,0,1,0,0,,,,,,,,,,,
34,1997-07-25 00:30,C,8065,C1.1,1,0,0,1,0,0,,,,,,,,,,,
35,1997-08-09 00:30,C,8069,C1.0,1,0,0,1,0,0,8069.0,N23W74,109.0,110.0,DSO,9.0,8.0,BETA,1997-08-09 00:30,23.0,74.0
36,1997-08-09 00:30,C,8069,C8.5,1,0,0,1,0,0,8069.0,N23W74,109.0,110.0,DSO,9.0,8.0,BETA,1997-08-09 00:30,23.0,74.0
37,1997-08-11 00:30,C,8072,C1.1,1,0,0,1,0,0,,,,,,,,,,,
38,1997-08-14 00:30,C,8071,C1.0,1,0,0,1,0,0,8071.0,N26W07,336.0,30.0,CAO,5.0,6.0,BETA,1997-08-14 00:30,26.0,7.0
39,1997-08-25 00:30,C,8076,C1.2,1,0,0,1,0,0,,,,,,,,,,,
40,1997-08-25 00:30,C,8076,C1.2,1,0,0,1,0,0,,,,,,,,,,,
41,1997-08-26 00:30,C,8076,C4.0,1,0,0,1,0,0,8076.0,N29E63,107.0,80.0,CRO,5.0,9.0,BETA,1997-08-26 00:30,29.0,-63.0
42,1997-08-26 00:30,C,8076,C4.5,1,0,0,1,0,0,8076.0,N29E63,107.0,80.0,CRO,5.0,9.0,BETA,1997-08-26 00:30,29.0,-63.0
43,1997-08-29 00:30,C,8076,C1.0,1,0,0,1,0,0,8076.0,N29E24,107.0,200.0,DSI,10.0,25.0,BETA-GAMMA,1997-08-29 00:30,29.0,-24.0
44,1997-08-30 00:30,C,8076,C1.9,1,0,0,1,0,0,8076.0,N28E11,107.0,280.0,ESI,13.0,32.0,BETA-GAMMA,1997-08-30 00:30,28.0,-11.0
45,1997-08-31 00:30,C,8076,C2.7,1,0,0,1,0,0,8076.0,N28W01,105.0,200.0,ESI,15.0,29.0,BETA-GAMMA,1997-08-31 00:30,28.0,1.0
46,1997-08-31 00:30,C,8076,C1.2,1,0,0,1,0,0,8076.0,N28W01,105.0,200.0,ESI,15.0,29.0,BETA-GAMMA,1997-08-31 00:30,28.0,1.0
47,1997-08-31 00:30,C,8076,C1.4,1,0,0,1,0,0,8076.0,N28W01,105.0,200.0,ESI,15.0,29.0,BETA-GAMMA,1997-08-31 00:30,28.0,1.0
48,1997-09-02 00:30,M,8076,M1.0,0,1,0,1,1,0,8076.0,N28W28,106.0,210.0,FSI,18.0,28.0,BETA-GAMMA,1997-09-02 00:30,28.0,28.0
49,1997-09-02 00:30,C,8076,C1.2,1,0,0,1,0,0,8076.0,N28W28,106.0,210.0,FSI,18.0,28.0,BETA-GAMMA,1997-09-02 00:30,28.0,28.0
50,1997-09-02 00:30,C,8076,C4.1,1,0,0,1,0,0,8076.0,N28W28,106.0,210.0,FSI,18.0,28.0,BETA-GAMMA,1997-09-02 00:30,28.0,28.0
51,1997-09-02 00:30,C,8076,C2.8,1,0,0,1,0,0,8076.0,N28W28,106.0,210.0,FSI,18.0,28.0,BETA-GAMMA,1997-09-02 00:30,28.0,28.0
52,1997-09-03 00:30,C,8076,C2.7,1,0,0,1,0,0,8076.0,N28W42,107.0,210.0,FSI,16.0,20.0,BETA,1997-09-03 00:30,28.0,42.0
53,1997-09-03 00:30,C,8076,C1.0,1,0,0,1,0,0,8076.0,N28W42,107.0,210.0,FSI,16.0,20.0,BETA,1997-09-03 00:30,28.0,42.0
54,1997-09-03 00:30,C,8076,C1.1,1,0,0,1,0,0,8076.0,N28W42,107.0,210.0,FSI,16.0,20.0,BETA,1997-09-03 00:30,28.0,42.0
55,1997-09-05 00:30,C,8076,C1.7,1,0,0,1,0,0,8076.0,N27W65,103.0,110.0,ESO,13.0,6.0,BETA,1997-09-05 00:30,27.0,65.0
56,1997-09-07 00:30,C,8085,C3.1,1,0,0,1,0,0,8085.0,S24E75,297.0,40.0,HSX,1.0,1.0,ALPHA,1997-09-07 00:30,-24.0,-75.0
57,1997-09-08 00:30,C,8085,C2.3,1,0,0,1,0,0,8085.0,S25E64,295.0,230.0,EAO,11.0,6.0,BETA,1997-09-08 00:30,-25.0,-64.0
58,1997-09-08 00:30,C,8085,C1.8,1,0,0,1,0,0,8085.0,S25E64,295.0,230.0,EAO,11.0,6.0,BETA,1997-09-08 00:30,-25.0,-64.0
59,1997-09-08 00:30,C,8085,C3.5,1,0,0,1,0,0,8085.0,S25E64,295.0,230.0,EAO,11.0,6.0,BETA,1997-09-08 00:30,-25.0,-64.0
60,1997-09-08 00:30,M,8083,M1.0,0,1,0,1,1,0,8083.0,S28E04,355.0,360.0,DAI,10.0,14.0,BETA,1997-09-08 00:30,-28.0,-4.0
61,1997-09-09 00:30,C,8085,C9.7,1,0,0,1,0,0,8085.0,S25E53,293.0,460.0,FKI,16.0,16.0,BETA,1997-09-09 00:30,-25.0,-53.0
62,1997-09-09 00:30,C,8085,C2.5,1,0,0,1,0,0,8085.0,S25E53,293.0,460.0,FKI,16.0,16.0,BETA,1997-09-09 00:30,-25.0,-53.0
63,1997-09-12 00:30,C,8084,C1.1,1,0,0,1,0,0,8084.0,N22W13,319.0,240.0,EAI,12.0,20.0,BETA,1997-09-12 00:30,22.0,13.0
64,1997-09-12 00:30,C,8084,C1.1,1,0,0,1,0,0,8084.0,N22W13,319.0,240.0,EAI,12.0,20.0,BETA,1997-09-12 00:30,22.0,13.0
65,1997-09-12 00:30,C,8084,C1.0,1,0,0,1,0,0,8084.0,N22W13,319.0,240.0,EAI,12.0,20.0,BETA,1997-09-12 00:30,22.0,13.0
66,1997-09-14 00:30,C,8083,C2.8,1,0,0,1,0,0,8083.0,S28W73,353.0,290.0,DAO,8.0,7.0,BETA,1997-09-14 00:30,-28.0,73.0
67,1997-09-14 00:30,C,8085,C2.7,1,0,0,1,0,0,8085.0,S26W12,292.0,380.0,FKI,17.0,18.0,BETA,1997-09-14 00:30,-26.0,12.0
68,1997-09-14 00:30,C,8086,C1.5,1,0,0,1,0,0,8086.0,N27E50,230.0,40.0,CSO,4.0,4.0,BETA,1997-09-14 00:30,27.0,-50.0
69,1997-09-14 00:30,C,8084,C1.0,1,0,0,1,0,0,8084.0,N22W39,319.0,230.0,EAO,13.0,16.0,BETA-GAMMA,1997-09-14 00:30,22.0,39.0
70,1997-09-15 00:30,C,8084,C4.4,1,0,0,1,0,0,8084.0,N22W53,320.0,270.0,ESO,12.0,12.0,BETA-GAMMA,1997-09-15 00:30,22.0,53.0
71,1997-09-15 00:30,C,8084,C3.1,1,0,0,1,0,0,8084.0,N22W53,320.0,270.0,ESO,12.0,12.0,BETA-GAMMA,1997-09-15 00:30,22.0,53.0
72,1997-09-15 00:30,C,8086,C1.5,1,0,0,1,0,0,8086.0,N28E38,229.0,80.0,CSO,6.0,5.0,BETA,1997-09-15 00:30,28.0,-38.0
73,1997-09-15 00:30,C,8086,C1.4,1,0,0,1,0,0,8086.0,N28E38,229.0,80.0,CSO,6.0,5.0,BETA,1997-09-15 00:30,28.0,-38.0
74,1997-09-15 00:30,C,8086,C1.8,1,0,0,1,0,0,8086.0,N28E38,229.0,80.0,CSO,6.0,5.0,BETA,1997-09-15 00:30,28.0,-38.0
75,1997-09-16 00:30,C,8084,C3.4,1,0,0,1,0,0,8084.0,N21W64,317.0,240.0,DAO,9.0,10.0,BETA-GAMMA,1997-09-16 00:30,21.0,64.0
76,1997-09-17 00:30,M,8084,M1.7,0,1,0,1,1,0,8084.0,N22W77,317.0,270.0,EAO,11.0,6.0,BETA,1997-09-17 00:30,22.0,77.0
77,1997-09-17 00:30,C,8085,C1.2,1,0,0,1,0,0,8085.0,S25W55,295.0,340.0,HKX,3.0,4.0,ALPHA,1997-09-17 00:30,-25.0,55.0
78,1997-09-17 00:30,M,8084,M1.0,0,1,0,1,1,0,8084.0,N22W77,317.0,270.0,EAO,11.0,6.0,BETA,1997-09-17 00:30,22.0,77.0
79,1997-09-19 00:30,C,8085,C8.6,1,0,0,1,0,0,8085.0,S25W85,299.0,80.0,HHX,3.0,1.0,ALPHA,1997-09-19 00:30,-25.0,85.0
80,1997-09-22 00:30,C,8087,C1.7,1,0,0,1,0,0,8087.0,S22E72,102.0,30.0,HSX,2.0,1.0,ALPHA,1997-09-22 00:30,-22.0,-72.0
81,1997-09-22 00:30,C,8088,C1.4,1,0,0,1,0,0,8088.0,S28E53,121.0,10.0,BXO,2.0,2.0,BETA,1997-09-22 00:30,-28.0,-53.0
82,1997-09-22 00:30,C,8088,C2.2,1,0,0,1,0,0,8088.0,S28E53,121.0,10.0,BXO,2.0,2.0,BETA,1997-09-22 00:30,-28.0,-53.0
83,1997-09-22 00:30,C,8087,C1.0,1,0,0,1,0,0,8087.0,S22E72,102.0,30.0,HSX,2.0,1.0,ALPHA,1997-09-22 00:30,-22.0,-72.0
84,1997-09-22 00:30,C,8088,C4.7,1,0,0,1,0,0,8088.0,S28E53,121.0,10.0,BXO,2.0,2.0,BETA,1997-09-22 00:30,-28.0,-53.0
85,1997-09-22 00:30,C,8088,C5.1,1,0,0,1,0,0,8088.0,S28E53,121.0,10.0,BXO,2.0,2.0,BETA,1997-09-22 00:30,-28.0,-53.0
86,1997-09-24 00:30,M,8088,M5.9,0,1,0,1,1,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
87,1997-09-24 00:30,C,8088,C4.5,1,0,0,1,0,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
88,1997-09-24 00:30,C,8088,C2.5,1,0,0,1,0,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
89,1997-09-24 00:30,C,8088,C2.2,1,0,0,1,0,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
90,1997-09-24 00:30,M,8088,M3.0,0,1,0,1,1,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
91,1997-09-24 00:30,C,8088,C8.3,1,0,0,1,0,0,8088.0,S28E24,124.0,230.0,DAO,9.0,15.0,BETA,1997-09-24 00:30,-28.0,-24.0
92,1997-09-25 00:30,C,8088,C2.7,1,0,0,1,0,0,8088.0,S28E10,125.0,260.0,EAI,11.0,25.0,BETA-GAMMA,1997-09-25 00:30,-28.0,-10.0
93,1997-09-25 00:30,C,8088,C7.2,1,0,0,1,0,0,8088.0,S28E10,125.0,260.0,EAI,11.0,25.0,BETA-GAMMA,1997-09-25 00:30,-28.0,-10.0
94,1997-09-26 00:30,C,8088,C4.4,1,0,0,1,0,0,8088.0,S28W03,125.0,290.0,EAI,12.0,25.0,BETA-GAMMA,1997-09-26 00:30,-28.0,3.0
95,1997-09-29 00:30,C,8088,C2.6,1,0,0,1,0,0,8088.0,S29W41,123.0,260.0,DAO,9.0,13.0,BETA,1997-09-29 00:30,-29.0,41.0
96,1997-10-02 00:30,C,8090,C1.0,1,0,0,1,0,0,8090.0,S27E55,347.0,60.0,HSX,2.0,1.0,ALPHA,1997-10-02 00:30,-27.0,-55.0
97,1997-10-13 00:30,C,8094,C1.0,1,0,0,1,0,0,8094.0,N20W50,307.0,20.0,BXO,6.0,8.0,BETA,1997-10-13 00:30,20.0,50.0
98,1997-10-21 00:30,C,8097,C3.3,1,0,0,1,0,0,8097.0,N16E13,138.0,40.0,HSX,2.0,1.0,ALPHA,1997-10-21 00:30,16.0,-13.0
99,1997-10-28 00:30,C,8100,C2.8,1,0,0,1,0,0,8100.0,S21E67,352.0,80.0,CSO,9.0,5.0,BETA,1997-10-28 00:30,-21.0,-67.0
100,1997-10-28 00:30,C,8100,C5.9,1,0,0,1,0,0,8100.0,S21E67,352.0,80.0,CSO,9.0,5.0,BETA,1997-10-28 00:30,-21.0,-67.0
101,1997-11-02 00:30,C,8100,C2.3,1,0,0,1,0,0,8100.0,S19E01,352.0,210.0,EAI,11.0,27.0,BETA-GAMMA,1997-11-02 00:30,-19.0,-1.0
102,1997-11-02 00:30,C,8100,C2.2,1,0,0,1,0,0,8100.0,S19E01,352.0,210.0,EAI,11.0,27.0,BETA-GAMMA,1997-11-02 00:30,-19.0,-1.0
103,1997-11-03 00:30,C,8100,C1.0,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
104,1997-11-03 00:30,C,8100,C8.6,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
105,1997-11-03 00:30,C,8100,C4.6,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
106,1997-11-03 00:30,M,8100,M1.4,0,1,0,1,1,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
107,1997-11-03 00:30,C,8100,C1.6,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
108,1997-11-03 00:30,C,8100,C1.9,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
109,1997-11-03 00:30,C,8100,C1.9,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
110,1997-11-03 00:30,C,8100,C4.3,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
111,1997-11-03 00:30,C,8100,C3.9,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
112,1997-11-03 00:30,M,8100,M1.0,0,1,0,1,1,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
113,1997-11-03 00:30,C,8100,C3.9,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
114,1997-11-03 00:30,C,8100,C8.6,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
115,1997-11-03 00:30,C,8100,C3.2,1,0,0,1,0,0,8100.0,S19W12,352.0,290.0,EKI,14.0,36.0,BETA-GAMMA,1997-11-03 00:30,-19.0,12.0
116,1997-11-04 00:30,C,8100,C3.7,1,0,0,1,0,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
117,1997-11-04 00:30,M,8100,M1.3,0,1,0,1,1,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
118,1997-11-04 00:30,M,8100,M4.1,0,1,0,1,1,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
119,1997-11-04 00:30,X,8100,X2.1,0,0,1,1,1,1,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
120,1997-11-04 00:30,C,8100,C3.0,1,0,0,1,0,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
121,1997-11-04 00:30,C,8100,C3.4,1,0,0,1,0,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
122,1997-11-04 00:30,C,8100,C2.5,1,0,0,1,0,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
123,1997-11-04 00:30,C,8100,C5.9,1,0,0,1,0,0,8100.0,S20W27,353.0,660.0,FKC,16.0,34.0,BETA-GAMMA-DELTA,1997-11-04 00:30,-20.0,27.0
124,1997-11-05 00:30,C,8100,C7.0,1,0,0,1,0,0,8100.0,S21W39,352.0,1000.0,FKC,17.0,37.0,BETA-GAMMA-DELTA,1997-11-05 00:30,-21.0,39.0
125,1997-11-05 00:30,C,8100,C1.4,1,0,0,1,0,0,8100.0,S21W39,352.0,1000.0,FKC,17.0,37.0,BETA-GAMMA-DELTA,1997-11-05 00:30,-21.0,39.0
126,1997-11-05 00:30,C,8103,C2.3,1,0,0,1,0,0,8103.0,N24E09,304.0,30.0,BXO,4.0,11.0,BETA,1997-11-05 00:30,24.0,-9.0
127,1997-11-06 00:30,C,8100,C1.9,1,0,0,1,0,0,8100.0,S20W53,353.0,900.0,FKC,19.0,19.0,BETA-GAMMA-DELTA,1997-11-06 00:30,-20.0,53.0
128,1997-11-06 00:30,C,8100,C4.7,1,0,0,1,0,0,8100.0,S20W53,353.0,900.0,FKC,19.0,19.0,BETA-GAMMA-DELTA,1997-11-06 00:30,-20.0,53.0
129,1997-11-07 00:30,C,8103,C1.0,1,0,0,1,0,0,8103.0,N22W17,304.0,80.0,CAO,9.0,19.0,BETA,1997-11-07 00:30,22.0,17.0
130,1997-11-10 00:30,C,8103,C1.6,1,0,0,1,0,0,8103.0,N20W60,307.0,20.0,BXO,5.0,7.0,BETA,1997-11-10 00:30,20.0,60.0
131,1997-11-10 00:30,C,8103,C4.0,1,0,0,1,0,0,8103.0,N20W60,307.0,20.0,BXO,5.0,7.0,BETA,1997-11-10 00:30,20.0,60.0
132,1997-11-11 00:30,C,8103,C4.7,1,0,0,1,0,0,8103.0,N19W70,304.0,110.0,DAO,7.0,7.0,BETA,1997-11-11 00:30,19.0,70.0
133,1997-11-11 00:30,C,8103,C1.8,1,0,0,1,0,0,8103.0,N19W70,304.0,110.0,DAO,7.0,7.0,BETA,1997-11-11 00:30,19.0,70.0
134,1997-11-13 00:30,C,8106,C1.0,1,0,0,1,0,0,8106.0,N28W56,264.0,40.0,CAO,8.0,3.0,BETA,1997-11-13 00:30,28.0,56.0
135,1997-11-14 00:30,C,8108,C3.6,1,0,0,1,0,0,8108.0,N21E78,117.0,90.0,HAX,3.0,2.0,ALPHA,1997-11-14 00:30,21.0,-78.0
136,1997-11-14 00:30,C,8108,C4.6,1,0,0,1,0,0,8108.0,N21E78,117.0,90.0,HAX,3.0,2.0,ALPHA,1997-11-14 00:30,21.0,-78.0
137,1997-11-15 00:30,C,8108,C2.2,1,0,0,1,0,0,8108.0,N19E67,114.0,290.0,EAO,11.0,9.0,BETA,1997-11-15 00:30,19.0,-67.0
138,1997-11-15 00:30,M,8108,M1.0,0,1,0,1,1,0,8108.0,N19E67,114.0,290.0,EAO,11.0,9.0,BETA,1997-11-15 00:30,19.0,-67.0
139,1997-11-16 00:30,C,8108,C1.0,1,0,0,1,0,0,8108.0,N20E58,110.0,400.0,EAO,15.0,12.0,BETA-GAMMA,1997-11-16 00:30,20.0,-58.0
140,1997-11-21 00:30,C,8108,C1.1,1,0,0,1,0,0,8108.0,N19W11,114.0,260.0,EKO,14.0,31.0,BETA-GAMMA,1997-11-21 00:30,19.0,11.0
141,1997-11-21 00:30,C,8108,C1.7,1,0,0,1,0,0,8108.0,N19W11,114.0,260.0,EKO,14.0,31.0,BETA-GAMMA,1997-11-21 00:30,19.0,11.0
142,1997-11-21 00:30,C,8108,C1.2,1,0,0,1,0,0,8108.0,N19W11,114.0,260.0,EKO,14.0,31.0,BETA-GAMMA,1997-11-21 00:30,19.0,11.0
143,1997-11-21 00:30,C,8108,C1.1,1,0,0,1,0,0,8108.0,N19W11,114.0,260.0,EKO,14.0,31.0,BETA-GAMMA,1997-11-21 00:30,19.0,11.0
144,1997-11-23 00:30,C,8108,C2.0,1,0,0,1,0,0,,,,,,,,,,,
145,1997-11-23 00:30,C,8108,C1.5,1,0,0,1,0,0,,,,,,,,,,,
146,1997-11-24 00:30,C,8108,C3.4,1,0,0,1,0,0,8108.0,N19W52,116.0,280.0,EAI,13.0,18.0,BETA-GAMMA,1997-11-24 00:30,19.0,52.0
147,1997-11-26 00:30,C,8113,C4.7,1,0,0,1,0,0,8113.0,N19E87,307.0,100.0,HAX,2.0,1.0,ALPHA,1997-11-26 00:30,19.0,-87.0
148,1997-11-26 00:30,C,8113,C1.3,1,0,0,1,0,0,8113.0,N19E87,307.0,100.0,HAX,2.0,1.0,ALPHA,1997-11-26 00:30,19.0,-87.0
149,1997-11-26 00:30,M,8113,M2.0,0,1,0,1,1,0,8113.0,N19E87,307.0,100.0,HAX,2.0,1.0,ALPHA,1997-11-26 00:30,19.0,-87.0
150,1997-11-27 00:30,X,8113,X2.6,0,0,1,1,1,1,8113.0,N20E77,307.0,330.0,EKO,13.0,10.0,BETA,1997-11-27 00:30,20.0,-77.0
151,1997-11-27 00:30,C,8113,C3.8,1,0,0,1,0,0,8113.0,N20E77,307.0,330.0,EKO,13.0,10.0,BETA,1997-11-27 00:30,20.0,-77.0
152,1997-11-28 00:30,C,8113,C5.1,1,0,0,1,0,0,8113.0,N20E60,311.0,610.0,EKO,14.0,12.0,BETA,1997-11-28 00:30,20.0,-60.0
153,1997-11-28 00:30,M,8113,M6.8,0,1,0,1,1,0,8113.0,N20E60,311.0,610.0,EKO,14.0,12.0,BETA,1997-11-28 00:30,20.0,-60.0
154,1997-11-28 00:30,C,8112,C3.4,1,0,0,1,0,0,,,,,,,,,,,
155,1997-11-28 00:30,C,8113,C2.2,1,0,0,1,0,0,8113.0,N20E60,311.0,610.0,EKO,14.0,12.0,BETA,1997-11-28 00:30,20.0,-60.0
156,1997-11-28 00:30,C,8113,C1.6,1,0,0,1,0,0,8113.0,N20E60,311.0,610.0,EKO,14.0,12.0,BETA,1997-11-28 00:30,20.0,-60.0
157,1997-11-28 00:30,C,8113,C1.9,1,0,0,1,0,0,8113.0,N20E60,311.0,610.0,EKO,14.0,12.0,BETA,1997-11-28 00:30,20.0,-60.0
